theta1,theta2,theta3,theta4,theta5,theta6,theta7,x,y,phi
1.19,-2.43,-0.57,2.06,-2.95,-0.75,1.04,-2.93,-3.83,-138.08
1.27,-0.33,0.62,2.68,-0.26,-1.48,-1.28,-1.71,6.67,69.9
0.0,-2.35,0.1,2.5,-0.13,1.42,-0.04,4.33,2.19,85.94
1.75,-0.68,-1.42,0.04,-2.75,-0.58,1.51,-0.53,1.91,-122.04
2.84,-0.85,-1.42,2.5,-1.42,-0.93,0.77,-1.91,11.19,85.37
2.84,-0.06,0.19,0.32,-2.16,0.86,-0.63,-9.09,8.67,77.92
1.15,-1.07,0.32,1.33,-0.9,-1.0,-0.13,11.96,6.61,-17.19
0.21,-1.55,-1.4,2.49,-1.4,0.36,1.25,6.13,-8.5,-2.29
2.62,-1.11,1.04,0.58,-0.58,0.42,1.25,-12.31,4.78,241.79
1.26,-2.78,-0.77,0.72,-2.82,0.53,1.44,-5.3,-2.13,-138.66
0.45,-1.28,0.84,3.11,-2.32,1.24,-2.87,6.24,1.5,-47.56
1.86,-0.27,-0.71,0.63,-0.53,0.74,-1.59,4.48,14.19,7.45
1.36,-1.52,1.18,0.19,-1.3,-0.37,-2.48,7.46,4.68,-168.45
2.81,-1.15,0.53,0.22,-1.27,0.27,-0.13,-3.74,14.14,73.34
0.54,-2.71,-0.92,1.66,-0.47,0.85,-1.18,-2.51,-9.89,-127.77
2.84,-1.59,0.37,2.34,-1.4,-0.49,0.8,-9.12,8.03,164.44
0.63,-0.46,-0.97,0.91,-0.13,-0.62,-3.06,11.1,0.16,-211.99
0.46,-2.99,-0.27,2.52,-0.69,0.11,0.89,5.78,-5.74,1.72
0.04,-2.47,1.24,0.22,-0.97,0.59,-0.33,2.32,-13.17,-96.26
2.91,-1.71,-0.75,1.34,-1.85,-0.45,0.66,7.33,5.43,8.59
0.88,-0.38,0.2,1.72,-1.95,-0.8,-0.01,10.77,5.88,-19.48
2.91,-2.29,0.48,2.98,-0.97,0.11,-2.55,-3.77,3.67,38.39
1.21,-1.24,-0.26,2.88,-1.48,-0.48,-2.95,5.08,4.74,-132.93
2.61,-1.11,0.97,1.19,-2.96,-1.53,-2.35,-5.01,3.94,-182.2
0.59,-0.79,0.61,1.53,-2.38,-0.45,-0.43,10.37,-1.21,-75.63
2.18,-2.73,-0.46,2.64,-0.56,-0.09,-1.4,6.76,4.37,-24.06
2.9,-2.9,1.23,2.34,-0.28,-0.03,-2.63,-4.3,2.72,36.1
1.18,-2.49,-0.98,2.35,-1.5,-0.52,-3.05,2.56,-4.24,-287.05
0.98,-1.22,0.0,0.31,-2.14,0.7,-2.44,6.08,-2.03,-218.3
0.65,-0.89,-1.46,1.91,-0.91,0.72,-1.42,11.38,-5.06,-80.21
3.06,-2.58,-1.55,2.95,-3.1,-1.5,0.59,-2.58,-3.94,-122.04
2.35,-2.35,-0.54,3.07,-2.82,-0.77,-3.08,3.1,1.13,-237.2
2.87,-0.77,-0.82,2.05,-2.39,1.29,-0.42,-6.06,11.18,103.71
0.47,-2.63,0.04,0.94,-3.12,-0.2,-1.75,1.46,-0.57,-358.1
2.76,-0.24,0.65,2.59,-1.11,1.52,0.63,-0.18,-0.48,389.61
1.52,-1.49,-0.14,0.75,-2.51,0.17,1.2,8.25,-2.28,-28.65
2.61,-1.49,-0.31,2.59,-2.23,1.55,-1.65,-1.86,10.21,61.31
0.93,-0.15,-1.13,0.01,-1.17,-0.24,-2.05,5.71,-1.35,-217.72
2.08,-2.13,1.18,0.4,-0.52,1.5,0.02,-0.29,11.85,144.96
3.06,-1.49,0.92,1.51,-0.92,1.51,0.58,-7.81,-2.24,296.22
2.72,-1.68,-0.84,2.99,-0.03,-1.33,-1.21,-2.17,7.38,35.52
1.11,-3.03,0.95,1.48,-0.84,1.25,-2.43,7.88,-2.27,-86.52
1.33,-2.89,0.41,2.55,-0.11,0.67,0.06,0.73,7.08,115.74
0.08,-2.44,-0.95,0.82,-1.86,0.98,-3.07,-4.59,-0.15,-368.98
1.94,-3.07,0.32,0.81,-1.76,0.91,0.87,8.07,-6.02,1.15
3.0,-2.46,1.25,1.56,-0.22,0.1,-2.05,-7.36,5.68,67.61
1.05,-1.8,-1.17,0.82,-2.96,1.44,-3.13,1.82,-2.1,-329.45
0.26,-0.38,-1.28,0.6,-0.68,1.45,-0.35,12.11,-7.41,-21.77
2.94,-2.38,1.4,0.23,-1.54,0.12,-0.63,3.53,9.78,8.02
0.35,-1.39,0.15,2.96,-1.96,0.63,-0.15,10.4,2.3,33.8
2.56,-2.19,-1.31,2.96,-2.3,-0.13,-0.79,6.23,-1.51,-68.75
1.62,-0.38,-0.74,1.66,-0.43,0.19,0.55,-1.72,14.51,141.52
1.15,-2.81,-1.0,1.98,-0.34,-0.9,-2.88,1.2,-4.93,-275.02
1.13,-1.69,-0.28,1.05,-3.05,0.11,-3.14,4.91,-1.15,-336.33
3.09,-2.26,0.64,1.63,-2.33,-0.8,-1.63,1.02,3.74,-95.11
0.8,-0.18,0.18,1.83,-0.25,0.91,0.83,-2.34,5.54,236.06
0.13,-1.84,-0.97,0.1,-2.1,0.81,1.53,-5.91,-2.23,-134.07
2.3,-0.15,1.43,0.58,-3.13,-0.85,-0.55,-0.53,2.45,-21.2
1.39,-2.88,1.08,1.75,-1.5,-0.83,-1.18,5.95,-3.15,-124.33
0.58,-2.1,-0.79,2.44,-0.85,-1.17,0.42,4.36,-9.16,-84.22
1.9,-0.18,-0.57,0.01,-0.75,-0.98,-3.07,3.04,10.25,-208.56
1.9,-2.26,-0.96,1.77,-2.93,-0.21,1.43,0.95,-4.86,-72.19
0.12,-1.0,-1.36,1.98,-2.27,-1.35,-0.15,-0.53,-2.04,-230.9
0.78,-1.85,0.67,0.64,-2.97,0.29,-0.57,1.03,-3.76,-172.46
0.15,-0.22,-0.97,0.88,-1.89,-1.52,-0.16,3.19,-2.15,-213.71
0.49,-2.11,-0.95,2.59,-2.68,-1.06,1.53,-3.28,-4.45,-125.48
1.84,-3.11,0.26,3.06,-1.56,-1.05,-1.52,3.36,-2.21,-119.18
0.77,-1.91,0.95,3.1,-1.69,0.27,-0.45,5.19,6.57,59.59
2.42,-2.6,-0.9,2.47,-2.58,0.32,0.32,6.88,-4.08,-31.51
2.31,-0.48,0.18,1.09,-2.78,1.44,-1.32,-1.72,10.94,25.21
0.37,-3.09,-0.84,1.24,-1.23,0.35,-2.16,-7.22,2.2,-307.11
0.64,-2.49,-0.46,1.6,-1.59,1.57,1.36,3.75,-6.45,36.1
2.23,-2.34,-1.38,0.4,-0.13,0.0,-2.72,2.29,-5.91,-225.75
2.16,-1.56,-1.21,0.26,-2.7,-1.06,-1.29,2.75,4.96,-309.4
2.91,-1.31,1.52,0.08,-0.23,-0.75,-0.21,-12.54,7.66,115.16
2.32,-0.59,-0.56,1.95,-2.31,1.08,1.19,-5.18,10.99,176.47
0.56,-2.82,1.38,1.93,-0.57,0.34,-0.94,9.77,2.32,-6.88
0.79,-2.84,-1.28,1.91,-0.3,0.91,-1.34,-1.49,-8.82,-123.19
1.8,-2.7,0.09,1.1,-1.54,-1.46,-0.2,1.19,-4.61,-166.73
1.35,-0.47,-0.05,1.3,-2.3,-0.79,-0.43,6.85,3.4,-79.64
2.12,-2.9,-1.36,1.58,-0.04,1.3,1.48,3.79,-0.81,124.9
2.87,-0.66,-1.45,2.89,-1.85,-0.26,-1.47,-2.27,8.29,4.01
3.08,-2.19,-0.89,1.51,-0.18,-1.15,-0.97,6.55,5.69,-45.26
3.06,-1.12,-1.52,2.21,-2.23,-0.07,0.75,2.56,8.77,61.88
3.01,-2.35,-0.04,2.72,-0.27,1.17,-1.42,-6.92,1.56,161.57
1.06,-0.96,-1.44,2.07,-1.82,-1.2,0.03,4.06,-4.36,-129.49
2.54,-0.19,0.54,1.73,-0.56,-0.04,0.1,-10.98,-4.66,236.06
1.5,-0.5,-1.15,1.11,-0.65,0.84,-0.22,10.33,11.32,53.29
1.76,-1.53,-0.7,1.01,-1.31,0.21,1.27,12.15,1.74,40.68
2.15,-2.42,-0.9,2.12,-1.99,-1.19,-1.07,0.74,-2.58,-189.08
0.55,-0.45,-0.64,1.45,-0.97,-0.89,-0.3,13.04,-2.31,-71.62
3.06,-2.63,-1.5,0.25,-0.23,-0.66,1.33,5.91,-8.35,-21.77
3.06,-2.37,0.42,0.18,-0.58,0.28,1.33,2.81,11.99,132.93
1.98,-1.92,-1.2,1.98,-0.93,-1.33,-1.22,4.89,-1.86,-151.26
1.52,-1.63,-0.49,0.18,-0.79,-0.7,-1.03,4.56,-5.41,-168.45
0.93,-0.33,-0.66,1.6,-0.84,0.04,-2.44,9.57,6.58,-97.4
0.71,-1.39,-1.53,0.36,-1.27,0.84,-2.16,-3.14,-3.9,-254.39
2.77,-2.07,-1.28,0.44,-2.65,-0.09,-2.36,0.65,1.45,-300.23
0.79,-2.49,0.88,0.81,-1.91,-0.01,0.3,3.76,-9.74,-93.39
0.58,-1.11,1.52,2.33,-2.02,1.15,-2.47,4.4,5.71,-1.15
0.23,-1.44,0.34,2.48,-0.57,1.51,0.73,1.55,2.02,187.93
2.34,-1.0,1.54,2.92,-1.96,0.73,-1.52,-6.13,-0.14,174.75
2.85,-2.2,1.32,2.35,-2.56,0.27,1.35,-6.34,6.33,193.66
0.92,-2.55,0.69,0.52,-2.78,0.39,0.68,-1.06,-6.33,-122.04
2.97,-1.02,1.14,3.08,-2.47,-0.97,-1.52,-6.93,4.61,69.33
0.6,-1.63,-1.55,0.54,-0.01,0.13,-1.4,-4.36,-8.42,-190.22
0.76,-1.33,0.59,2.19,-0.07,-0.65,-1.64,6.25,6.65,-8.59
0.21,-2.57,-0.4,3.01,-1.4,0.02,-2.15,0.38,-5.75,-187.93
3.12,-0.91,-0.81,1.19,-3.14,-0.33,0.55,0.39,1.79,-18.91
1.13,-1.41,0.33,0.05,-2.84,0.11,-2.93,5.85,1.4,-318.56
2.39,-2.68,0.36,0.53,-3.09,-0.62,-0.59,-1.48,2.31,-211.99
1.3,-1.77,0.35,1.94,-2.1,-0.14,-0.47,11.02,-0.25,-50.99
2.02,-1.32,0.61,0.39,-2.54,0.3,1.41,6.57,7.52,49.85
2.56,-1.34,0.89,2.42,-2.21,-0.57,-1.31,-2.85,8.76,25.21
0.36,-1.21,-1.52,0.54,-0.9,0.93,-1.71,-3.63,-7.69,-201.11
2.94,-1.21,-0.7,0.24,-2.19,0.74,-2.24,1.28,3.41,-138.66
2.86,-0.98,-0.53,2.22,-1.06,-0.25,1.07,-10.95,7.41,190.79
0.75,-3.13,0.09,2.25,-0.24,-0.71,1.05,7.14,-4.63,3.44
2.61,-2.54,-1.2,0.67,-1.93,-1.02,0.16,-3.08,-2.7,-186.21
1.94,-1.63,0.93,2.36,-1.76,0.76,-2.06,-0.61,9.34,30.94
1.55,-0.38,-0.7,1.56,-1.59,-0.48,-0.38,9.19,8.12,-24.06
1.06,-1.4,1.23,1.41,-1.61,-1.57,-1.91,4.66,3.96,-159.86
2.25,-1.81,1.55,1.84,-2.1,1.36,-0.95,-6.5,8.41,122.61
2.04,-2.57,0.12,2.75,-0.33,-1.29,-0.6,4.88,5.98,6.88
1.12,-1.15,0.05,0.07,-1.52,-0.98,1.15,7.83,-4.08,-72.19
1.16,-3.14,1.15,1.41,-0.13,1.11,0.35,5.23,5.47,109.43
0.9,-3.05,0.86,1.58,-0.18,-0.24,-2.68,5.87,-2.68,-161.0
3.12,-3.04,0.55,0.29,-0.3,-0.1,-1.04,9.9,5.17,-29.79
2.19,-1.5,1.41,1.26,-0.09,-0.67,-1.54,-6.63,8.39,60.73
1.26,-2.54,-0.07,1.95,-2.08,-1.4,1.24,1.73,-6.67,-93.97
1.15,-1.45,-0.59,1.01,-3.06,-0.68,0.69,0.35,0.03,-167.88
0.45,-2.53,0.24,1.22,-1.55,-1.09,1.22,-2.62,-8.96,-116.88
2.2,-1.03,0.8,0.31,-1.29,1.54,-1.47,-2.55,14.23,60.73
1.06,-1.81,0.17,2.97,-1.9,-1.17,-0.18,9.1,-1.48,-49.27
2.28,-2.74,-0.93,2.15,-0.25,1.51,-0.49,4.07,6.02,87.66
2.97,-2.86,-1.44,2.06,-0.68,0.09,-2.5,5.68,-1.35,-135.22
1.87,-0.85,0.9,1.02,-2.28,0.03,1.55,-0.38,12.45,128.34
0.08,-1.2,0.3,0.22,-1.11,1.4,1.46,10.41,-6.25,65.89
1.26,-0.54,-0.87,2.87,-2.79,1.04,-2.04,7.94,4.37,-61.31
2.93,-1.66,1.31,1.62,-2.52,-0.63,-1.29,-1.65,6.12,-13.75
0.03,-1.36,0.34,1.6,-0.41,-1.22,-0.91,9.4,-6.98,-110.58
2.95,-1.48,-0.46,2.01,-1.35,-0.44,1.01,-4.32,12.19,128.34
1.4,-1.23,0.52,1.57,-2.77,0.75,-2.53,6.19,3.9,-131.21
2.87,-0.54,1.45,0.1,-0.57,0.52,-2.57,-11.62,-0.32,72.19
2.38,-1.96,-0.01,1.18,-1.48,-0.83,-1.32,5.95,2.64,-116.88
2.85,-1.49,-0.34,0.42,-0.06,0.58,-0.56,-0.29,15.0,80.21
3.02,-1.38,-1.45,0.07,-2.13,-0.67,0.3,-2.13,-1.85,-128.34
0.96,-0.14,1.55,1.18,-1.05,-0.99,-2.79,-2.08,6.22,-73.34
2.28,-3.0,1.14,2.09,-2.19,0.74,-1.88,5.82,3.88,-46.98
0.52,-2.87,-0.16,0.02,-0.67,-1.23,1.01,-9.31,-0.52,-193.66
1.88,-2.61,1.14,3.12,-1.44,-1.57,-1.65,3.08,1.92,-64.74
1.28,-0.89,-1.4,0.73,-0.24,-0.88,-2.32,7.26,-1.8,-213.14
1.36,-2.47,0.56,0.08,-1.05,1.47,-1.76,8.03,-7.28,-103.71
1.96,-2.61,-0.21,0.59,-1.32,-0.12,-1.85,2.4,-5.72,-203.97
0.37,-1.02,-0.89,1.78,-0.29,-1.05,-2.68,8.45,-3.38,-216.58
2.6,-1.01,0.36,2.46,-1.99,-1.08,-0.24,-4.03,10.04,63.03
0.59,-2.23,-0.68,0.06,-0.25,-1.07,-1.32,-5.2,-2.82,-280.75
1.37,-0.87,-0.83,3.04,-2.73,0.02,0.35,10.13,4.69,20.05
2.13,-2.71,0.04,0.29,-0.21,1.39,0.32,9.85,2.11,71.62
0.44,-1.91,0.41,1.84,-0.43,-0.39,-2.93,7.9,-1.51,-170.17
2.05,-0.81,-0.42,2.23,-2.26,0.39,0.8,0.59,13.02,113.45
0.64,-0.06,-1.12,2.01,-1.14,-0.85,-1.15,10.78,1.15,-95.68
1.37,-1.58,0.21,0.74,-2.87,-0.75,1.09,3.01,-1.59,-102.56
1.29,-0.23,-0.45,2.21,-0.84,1.22,1.54,-1.83,6.45,271.58
3.13,-3.0,-0.63,0.57,-1.16,0.66,0.79,10.44,-3.05,20.63
1.43,-1.94,0.01,1.68,-1.76,-0.97,-0.06,7.72,-4.0,-92.25
0.95,-0.18,0.71,1.18,-0.32,1.13,-2.35,-1.76,10.66,64.17
0.09,-1.13,-0.78,2.03,-1.53,1.23,-1.09,9.65,-8.79,-67.61
2.01,-2.26,-0.35,0.62,-1.72,1.18,-0.01,9.93,-4.7,-30.37
0.49,-0.64,-0.13,2.88,-1.15,0.56,-0.35,3.95,8.64,95.11
2.54,-1.12,-0.01,1.55,-1.7,-1.17,-2.38,-2.14,7.53,-131.21
0.49,-2.33,-0.19,0.52,-3.02,0.97,-0.66,-3.33,-0.29,-241.79
1.9,-2.82,-1.46,2.04,-1.45,1.47,-1.22,3.16,-7.91,-88.24
3.0,-1.49,1.14,0.39,-2.03,-1.56,-1.24,-4.1,2.65,-102.56
0.35,-2.96,-0.58,2.13,-2.68,0.54,-2.69,-3.33,0.04,-337.47
1.06,-0.28,0.76,0.34,-1.01,0.9,0.38,2.06,15.27,123.19
2.86,-0.57,1.57,0.84,-0.01,-1.21,0.38,-10.26,-6.54,221.16
1.8,-0.63,-0.73,2.19,-1.87,-0.92,-2.07,3.24,6.37,-127.77
2.89,-3.05,0.95,2.99,-2.65,-0.25,-1.89,3.79,2.58,-57.87
1.51,-2.1,-0.97,0.64,-1.83,-0.78,-2.59,1.61,-2.99,-350.65
0.34,-1.0,1.1,1.83,-0.3,0.59,-0.83,1.53,8.42,99.12
2.66,-1.65,0.3,1.95,-0.15,-1.11,-2.17,-3.8,7.32,-9.74
2.55,-2.85,-0.33,0.99,-2.52,1.54,0.91,7.71,-2.75,16.62
0.19,-0.62,1.21,1.34,-3.0,-0.85,-0.24,5.42,-3.38,-112.87
0.66,-0.73,1.14,0.15,-1.08,1.46,0.26,8.22,11.14,106.57
1.96,-1.57,-0.07,2.93,-1.7,0.67,0.52,-2.51,9.25,156.99
1.46,-2.92,0.96,2.43,-0.77,-1.04,-0.62,7.54,2.53,-28.65
0.7,-0.42,1.18,1.91,-2.89,0.67,-1.19,7.89,7.56,-2.29
1.08,-2.59,0.36,1.54,-3.08,-1.16,-2.65,2.96,-1.62,-372.42
0.5,-0.86,1.44,1.67,-1.32,1.21,1.54,0.29,5.0,239.5
2.16,-0.87,0.84,0.23,-1.04,-0.94,0.63,0.47,13.83,57.87
2.79,-1.11,0.0,2.69,-1.03,0.03,-2.27,-7.48,4.65,63.03
1.52,-0.26,0.82,2.92,-3.12,-0.32,-0.82,1.49,11.23,42.4
1.83,-2.05,0.5,3.1,-1.73,0.33,0.44,-1.3,8.41,138.66
3.04,-2.7,-0.29,2.75,-1.6,0.88,-1.42,1.67,8.1,37.82
2.97,-1.14,0.67,2.0,-2.44,0.91,1.43,-10.04,2.15,252.1
0.99,-2.33,1.33,0.83,-2.8,-1.08,-1.1,1.35,1.09,-238.35
0.77,-0.63,0.09,0.29,-2.32,-1.41,-1.24,5.16,4.05,-254.97
1.55,-1.96,-0.01,0.11,-1.41,0.02,-2.27,4.62,-3.39,-227.46
1.72,-0.33,-1.32,0.79,-1.3,-0.05,0.29,11.12,4.26,-11.46
1.59,-1.96,1.42,2.01,-3.04,-1.33,-2.02,1.72,2.07,-190.79
2.44,-0.4,0.85,2.66,-1.77,-0.99,0.79,-10.22,1.1,205.12
2.07,-2.64,-1.03,2.67,-1.52,-0.08,1.02,8.65,-0.63,28.07
1.83,-2.83,0.03,0.31,-0.69,-0.96,-2.99,4.35,-5.49,-303.67
2.66,-0.7,1.54,2.68,-1.58,1.08,1.07,0.99,-0.44,386.75
2.28,-2.45,-0.04,1.85,-2.42,-0.49,1.18,8.12,-0.92,-5.16
1.44,-0.22,0.32,0.51,-0.78,1.3,-0.72,-1.94,15.69,106.0
1.08,-1.72,0.6,2.88,-0.35,0.25,-2.42,1.38,4.63,18.33
0.25,-1.55,-1.01,2.89,-2.02,-0.1,-2.47,2.29,-5.34,-229.76
0.19,-2.19,-0.78,0.02,-1.64,1.15,1.4,-7.19,-3.37,-106.0
0.73,-1.61,0.98,1.26,-2.11,1.18,0.91,11.14,4.21,76.78
1.63,-0.39,-0.76,1.8,-0.62,-1.2,-0.39,5.76,11.69,4.01
3.03,-0.55,-0.72,2.7,-0.21,0.81,1.02,-3.37,-3.24,348.36
0.8,-2.5,-1.4,2.88,-2.36,-1.52,-1.52,-0.22,0.92,-322.0
1.6,-2.45,0.42,2.69,-2.09,-0.26,-2.44,5.17,0.27,-144.96
0.91,-2.93,1.42,1.4,-0.43,-1.56,1.29,10.0,-1.06,5.73
0.47,-3.03,0.91,2.39,-0.73,0.57,0.53,7.49,2.59,63.6
0.84,-2.47,0.35,0.16,-2.27,0.89,-0.95,-3.48,-5.4,-197.67
1.45,-2.94,-0.9,2.99,-1.31,0.24,0.57,7.35,-2.82,5.73
0.12,-2.48,-0.81,2.1,-1.33,-1.1,0.87,-6.96,-5.62,-150.69
0.54,-2.89,-0.64,1.05,-0.7,0.17,-3.13,-5.2,-4.38,-320.86
2.5,-1.67,1.33,0.24,-0.7,0.45,1.23,-7.67,11.09,193.66
2.55,-2.93,-1.38,0.48,-2.94,-0.31,0.46,-2.64,2.28,-233.19
1.95,-1.43,-0.01,2.13,-0.39,-0.47,0.61,-2.68,12.08,136.94
0.1,-1.59,0.22,1.6,-1.87,-0.98,-1.66,2.57,-5.62,-239.5
2.42,-1.6,-0.95,1.33,-0.96,-0.05,0.87,9.32,8.73,60.73
2.79,-2.12,-0.34,2.51,-2.59,-1.06,-2.22,1.25,2.5,-173.61
0.49,-0.43,0.55,0.66,-1.23,0.74,1.35,10.44,9.12,122.04
2.15,-2.97,-0.45,1.75,-1.57,-0.48,-3.12,4.4,-3.19,-268.72
3.1,-1.9,-0.38,1.13,-1.39,0.52,1.48,0.4,11.49,146.68
3.0,-0.85,0.62,0.77,-1.08,-1.36,-0.6,-7.09,7.38,28.65
0.09,-2.94,-0.4,3.04,-2.67,-0.47,0.7,-7.01,-2.05,-151.83
1.78,-1.69,0.33,3.05,-2.39,-1.1,-2.99,3.09,4.71,-172.46
3.0,-2.43,0.58,2.06,-1.57,-0.14,-0.02,-1.61,11.29,84.8
1.27,-0.85,-0.45,2.83,-1.33,0.57,0.42,0.35,10.46,140.95
2.81,-1.98,0.52,0.51,-0.74,1.35,0.1,-3.81,12.65,147.25
2.51,-2.55,-0.43,0.71,-1.21,1.44,0.84,9.42,2.32,75.06
0.3,-2.19,1.51,2.18,-0.05,0.14,1.42,-0.34,4.29,189.65
1.92,-0.81,-1.54,1.98,-0.57,0.78,-0.32,3.83,13.06,82.51
0.3,-0.88,-0.77,1.75,-0.13,-1.56,-2.82,9.02,-1.77,-235.49
2.73,-0.77,0.65,1.21,-2.52,-1.18,-0.13,-1.69,5.69,-0.57
1.7,-2.15,-1.54,0.18,-1.85,-1.07,-0.1,-1.52,2.9,-276.74
2.82,-1.62,-0.71,0.5,-2.99,1.1,1.55,4.62,3.67,37.24
0.25,-2.28,0.5,2.56,-1.25,-0.3,0.79,9.72,-3.1,15.47
0.64,-1.87,1.1,1.69,-0.15,1.49,-0.48,1.44,6.03,138.66
2.0,-2.14,-1.24,0.91,-1.04,1.24,-0.8,7.9,-7.02,-61.31
2.01,-2.1,1.29,1.89,-2.36,-0.71,0.74,6.01,7.94,43.54
0.32,-0.91,-1.46,2.93,-3.0,0.42,0.11,3.22,-8.01,-91.1
1.99,-0.59,0.38,0.51,-2.78,-0.09,0.67,4.03,6.75,5.16
2.8,-2.72,0.93,1.74,-1.96,0.85,-2.22,2.83,7.01,-33.23
2.72,-0.21,0.86,2.91,-0.92,0.64,0.14,2.15,-1.12,351.8
0.51,-3.05,1.04,2.04,-1.11,1.19,-0.06,8.7,0.03,32.09
2.11,-0.9,-0.6,1.73,-2.23,0.43,-0.66,7.02,8.97,-6.88
3.02,-0.48,-0.52,0.91,-2.21,-0.31,-2.28,-4.64,4.75,-107.14
2.57,-3.12,0.25,1.03,-1.73,0.7,1.02,9.9,-0.22,41.25
1.72,-0.49,0.85,0.34,-0.24,-0.58,0.86,-6.08,14.79,140.95
0.77,-2.88,0.06,1.32,-2.98,1.36,0.31,-3.77,-6.95,-116.88
3.1,-2.35,-0.46,1.49,-1.45,0.5,-2.74,4.43,5.27,-109.43
3.06,-1.06,-0.52,2.68,-0.31,-1.35,-2.92,-6.24,1.69,-24.06
0.04,-3.05,-1.31,1.43,-2.39,1.49,-2.15,-1.65,5.92,-340.34
0.85,-0.84,1.2,1.66,-2.42,1.25,-0.48,5.41,10.83,69.9
0.92,-1.66,1.31,2.76,-0.16,0.88,-2.05,-2.07,1.42,114.59
0.88,-0.01,0.43,1.75,-1.05,1.34,-2.88,0.13,9.37,26.36
1.19,-1.96,1.16,2.15,-0.58,-0.02,-2.07,3.6,7.27,-7.45
0.88,-2.09,0.49,1.04,-1.21,-1.46,-2.38,6.59,-2.5,-271.01
0.88,-1.96,0.38,0.77,-2.68,-0.74,-2.83,5.06,-2.21,-354.09
1.92,-2.41,-1.21,1.43,-0.01,-0.82,-1.03,5.65,-7.01,-122.04
1.23,-2.49,-0.68,0.33,-2.99,1.26,-2.59,0.21,-1.01,-339.76
1.78,-0.39,0.8,2.53,-1.04,-0.47,0.44,-8.33,1.77,209.13
1.57,-1.18,-1.49,3.1,-1.61,-1.14,1.24,8.76,3.92,28.07
2.24,-0.42,0.15,2.36,-1.2,-0.04,-1.62,-8.82,7.01,84.22
0.1,-2.66,-1.06,1.97,-2.36,-0.81,-0.29,-2.4,4.23,-292.78
2.8,-2.67,-0.39,1.55,-0.9,-1.45,-1.12,5.34,-0.36,-124.9
2.5,-0.73,-0.82,0.28,-1.34,0.84,0.48,5.02,12.07,69.33
2.13,-2.42,0.4,1.45,-0.71,-0.03,1.41,5.41,9.86,127.77
1.97,-0.92,1.08,1.52,-2.6,-1.47,1.51,1.44,8.74,62.45
2.85,-2.83,-1.13,0.6,-2.27,1.21,-0.69,-0.53,-8.0,-129.49
0.56,-0.46,1.21,0.28,-2.15,-0.96,-2.88,6.68,5.05,-252.1
0.55,-1.81,1.47,1.24,-1.92,1.32,-1.43,11.61,1.31,-33.23
0.3,-2.8,0.76,0.66,-0.84,-1.13,-1.83,-1.79,-5.54,-279.6
1.16,-0.59,-0.41,2.62,-3.0,-0.97,0.21,7.99,-0.02,-56.15
0.64,-1.87,0.38,1.09,-2.36,-0.71,-1.34,1.94,-2.9,-238.92
2.35,-2.41,1.47,2.85,-0.02,-0.04,-0.13,-3.81,-4.56,233.19
2.75,-2.12,0.62,2.32,-2.22,1.11,-3.12,-1.2,6.24,-37.82
1.14,-0.97,-0.58,2.23,-2.01,1.2,0.85,8.26,8.16,106.57
0.59,-0.03,-0.79,2.89,-1.72,-0.21,-0.37,10.09,7.87,20.63
0.81,-1.9,-0.03,2.5,-0.27,0.78,-2.44,6.9,3.1,-31.51
2.46,-2.37,-1.52,1.93,-0.7,1.37,-0.86,8.9,3.09,17.76
2.13,-0.12,1.08,0.69,-0.55,1.33,0.61,-8.66,-1.91,296.22
1.51,-2.65,-1.41,2.97,-2.0,-0.01,-2.61,0.11,-2.97,-240.64
1.78,-2.61,0.84,2.45,-1.61,-0.96,-1.17,6.58,1.41,-73.34
2.1,-0.22,-1.55,0.31,-0.05,0.02,-2.54,5.6,7.33,-110.58
0.2,-2.49,-0.95,2.63,-2.12,0.18,0.4,-5.37,-7.06,-123.19
2.4,-1.31,-1.12,1.82,-0.48,0.66,-1.26,2.84,12.62,40.68
1.27,-1.26,0.18,2.16,-2.49,-0.02,1.18,10.19,6.05,58.44
1.86,-2.14,0.7,1.55,-1.91,0.23,1.28,7.89,8.39,89.95
1.7,-2.76,-1.25,1.3,-1.54,-0.49,-1.35,-4.81,-2.94,-251.53
2.4,-0.07,0.16,0.84,-2.05,0.35,1.49,-9.94,9.49,178.76
0.38,-3.0,0.39,2.66,-2.93,-0.65,-2.33,-1.87,-0.93,-313.98
1.82,-1.97,-0.36,2.5,-2.49,-1.22,-1.16,2.43,-1.21,-165.01
0.02,-0.36,-0.47,0.59,-2.15,-1.25,-1.94,6.88,-2.08,-318.56
1.96,-0.15,0.12,0.22,-1.37,1.5,-2.84,-1.52,11.5,-32.09
1.42,-1.24,-0.46,1.86,-1.22,-1.04,-0.51,10.43,1.72,-68.18
0.94,-0.08,0.93,2.74,-1.24,-1.45,1.5,-3.48,5.44,191.37
1.33,-1.04,-0.23,1.11,-0.83,-0.03,-1.7,11.65,4.73,-79.64
0.64,-1.0,0.34,1.62,-2.42,0.07,0.47,12.71,-1.16,-16.04
0.29,-2.72,-1.05,2.22,-2.5,0.09,-0.78,-5.94,2.66,-254.97
0.43,-2.74,1.29,0.33,-2.63,1.4,0.04,-0.25,-8.81,-107.72
1.85,-1.58,0.73,2.44,-0.79,0.36,0.3,-6.47,5.53,189.65
1.14,-2.07,-0.8,1.35,-0.98,-0.96,-2.84,4.37,-5.15,-295.65
